뉴딜사업명,상위기관명,하위기관명,부서명,사업년도,상위사업분류,하위사업분류,사업유형,참여대상,전일근무 일근로시간,전일근무 시급,전일근무 계획인원,전일근무 금회선발인원,파트타임 일근로시간,파트타임 시급,파트타임 계획인원,파트타임 금회선발인원,근로기간 시작일자,근로기간 종료일자,사업목적,이런일을 합니다,근무조건,사업담당자 전화번호
핀테크 분야 JAVA 개발자 양성,민간공모,민간공모,한국핀테크산업협회,2023,"교육,혁신",교육,민간공모,청년,8,11157,20,,0,0,0,,20230302,20231031,4차산업 혁명 시대 주요 신산업인 핀테크 산업 성장을 이끌어 갈 핀테크 전문 JAVA 개발 인력 양성 및 유망 핀테크 기업 취업 매칭, - 4차산업 혁명시대 신산업인 핀테크 성장을 이끌어 갈 핀테크 IT 전문인력 양성 교육  - 교육수료자에 대한 국내 유망 핀테크 기업 인턴  및 정규직 취업 매칭 - 금융과 IT 융합지식을 갖춘 핀테크 직무 교육을  통해 기업과 구직자 간 미스매칭 해결  - 전문 인재 양성을 통한 국내 핀테크 산업 성장을  통한 디지털 금융 혁신과 금융소비자 편익 증대,"1일 8시간, 주5일 근무, 주연차 수당 지급 4대보험 의무가입"
[1차민간기업맞춤형]정보보호산업 맞춤형 인재 양성 과정,민간공모,민간공모,한국정보보호산업협회,2023,"교육,혁신",교육,민간공모,청년,8,11157,25,,0,0,0,,20230302,20231031,-정보보안 분야별 전문 인력 공급 부족으로 인한 수급 격차 증가로 정보 -보호산업 맞춤형 인재 양성을 통해 정보보호산업 생태계 강화 - 채용의향기업 모집  - 교육생 모집 및 선발  - 전문교육 실시  - 현장실무기업 인턴 매칭  - 교육생 사후관리 & 채용 연계,- 서울특별시 내 취업 수요연계 성과 기대  - 정보보호 전문 인력난 해결 및 청년층 일자리 창출  - 정보보호산업의 우수인력 확보로 산업 활성화 및  경쟁력 강화  ,"1일 8시간, 주5일 근무, 주연차 수당 지급 4대보험 의무가입"
기업교육전문가 양성 및 취업과정,민간공모,민간공모,한국hrd기업협회,2023,경제,사업관리,민간공모,청년,8,11157,25,,0,0,0,,20230302,20231031,"- ‘현장중심형’ 인재양성 통해 산업수요에 맞는 전문 인력 공급 및 청년 실업난 해소 - 협약기업(협회 회원사)의 협력 네트워크를 통한 인턴십 연계, 취업처 확보하여 취업률 제고","○ 사업내용 - 산업현장의 인력 수요 조사를 기반으로 맞춤형 실무 교육 커리큘럼을 구성 - 커리큘럼에 맞는 연수생 선발, 실습 위주 교육 제공하여 현장성 있는 전문 인력 양성 - 협약기업(협회 회원사) 협력 네트워크 통해 참여기업 모집 취업처 확보 - 산업 현장에서 요구하는 전문 인력 매칭으로 인턴 및 정규직 일자리 연계","1일 8시간, 주5일 근무, 주연차 수당 지급 4대보험 의무가입",02-3402-2266
[1차민간기업맞춤형]반도체 장비 및 제어세스템 SW 개발자 양성과정,민간공모,민간공모,한국전자산업협동조합,2023,"교육,혁신",교육,민간공모,청년,8,11157,22,,0,0,0,,20230302,20231031,지능형 반도체를 위한 스마트 장비 개발 전문 인력 양성 사업 반도체 장비를 통한 제어시스템 개발자 양성을 통한 국내 장비 산업의 글로벌 경쟁력 강화 글로벌 인재육성을 통한 청년 실업률 해소,기업 맞춤형 교육을 통한 현장 적응력 강화 전문기관의 취업지원을 통해 취업경쟁력 강화 대학 교육 이수만으로는 부족한 최신 고급 기술 습득 고급인력 공급을 통한 기업부담 감소 및 경쟁력 강화,"1일 8시간, 주5일 근무, 주연차 수당 지급 4대보험 의무가입",02-597-9413
콘텐츠 퍼포먼스 마케팅 과정,민간공모,민간공모,하이서울기업협회,2023,"교육,혁신",교육,민간공모,청년,8,11157,20,,0,0,0,,20230302,20231031,"퍼포먼스 마케팅 교육을 통해 기업에 실질적 도움이 되는 우수한 인재를  양성하고, 청년 일자리 창출 효과 및 기업의 인력난 해소에 기여","○ 사업목표 : 교육수료율 100% 및 취업률 90%  - 모집(80명)/교육수료(20명), 인턴십(20명)/취업(18명) ○ 사업내용   - 콘텐츠 퍼포먼스 마케팅 전문가 과정  - 매칭기업 실무 프로젝트 실시  - 기업 매칭을 통한 인턴 및 취업 ○ 기대효과  - 청년 취업난 해소  - 중소기업 디지털 마케팅 능력강화  - 중소기업과 구직자 간의 상호 선호도 및 업무 적합도를   고려한 매칭시스템을 통해 만족도 높은 인재매칭 및 취업  미스매칭 해결 ","1일 8시간, 주5일 근무, 주연차 수당 지급 4대보험 의무가입",02-6959-5650
언리얼기반 메타버스 SW개발자 양성,민간공모,민간공모,한국실감메타버스콘텐츠협회,2023,"교육,혁신",전기?전자?IT,민간공모,청년,8,11157,25,,0,0,0,,20230302,20231031,콘텐츠 기업 취업 희망자 대상 SW개발 역량 강화를 위한 취업 지원,메타버스 콘텐츠 개발 제작 기술 및 제작 컨설팅 전반을 포함한 교육,"1일 8시간, 주5일 근무, 주연차 수당 지급 4대보험 의무가입",02-554-0402
 [1차민간기업맞춤형]데이터 분석 기반 SNS 마케터 양성 및 취업과정,민간공모,민간공모,이노비즈협회((사)중소기업기술혁신협회),2023,경제,마케팅?판매?부동산,민간공모,청년,8,11157,20,,0,0,0,,20230302,20231031,"기업 수요를 반영한 맞춤형 직무교육을 통해 전문 마케터 인력을 양성하고, 기업현장 인턴 경험 후 취업지원을 통한 서울시 청년실업 문제 해소 - (우수 구인기업 선발) 강소기업(이노비즈 등 정부인증 기업) 중심의 수요기업POOL 구축 후 청년이 선호하는 기업* 중심 구인기업 선별","실제 기업에서 활용하는 실무중심의 직무 교육 및  * 교육을 병행하여 취업경쟁력 강화 * 직업관, 직무 및 조직 이해, 협업 및 비즈니스 매너 등","1일 8시간, 주5일 근무, 주연차 수당 지급 4대보험 의무가입",031-628-9665
디지털 가상소재 활용 마케터 인재양성 및 취업과정,민간공모,민간공모,한국섬유수출입협회,2023,"교육,혁신",교육,민간공모,청년,8,11157,20,,0,0,0,,20230302,20231031,섬유패션 디지털 전○ 사업목표 : 교육수료율 80% 및 취업률 75% 달성 - 모집(20명)/교육수료(18명)/인턴십(15명)/취업(15명)환에 따른 가상소재 활용 실무자 양성 및 채용 연계,○ 사업내용 - 섬유패션 가상소재 활용 실무맞춤형 교육 168시간 - 섬유패션 디지털 전환 기업 발굴 및 인턴십 채용 연계를 통한 청년 일자리 창출 ○ 기대효과 - 섬유패션 디지털 전환에 따른 전문인재 양성을 통한 중소기업 역량 강화 - 중소기업 구인난 해소 및 맞춤형 인재 채용연계,"1일 8시간, 주5일 근무, 주연차 수당 지급 4대보험 의무가입",02-6284-5013
"(OTT, 디지털방송, 웹콘텐츠 제작) 디지털미디어 전문인력 양성 및 취업과정",민간공모,민간공모,(사)한국방송영상제작사협회,2023,문화,문화?예술?디자인?방송,민간공모,청년,8,11157,50,,0,0,0,,20230222,20231231, 차세대 디지털 플랫폼(OTT 등)에 적합한 영상/미디어 콘텐츠 전문인력을 양성하여 영상콘텐츠 기업에 인턴 및 정규직 취업을 연계함으로써 차세대 미디어 시장에 이해도가 높은 인재 공급 및 청년구직난&영상콘텐츠기업 구인난 해소 지원,"- 증가하는 영상콘텐츠 구직수요에 맞춰 취업역량을 강화한 전문성있는 인재 양성, 취업 경쟁력 제고 및 구직난 해소  - 인력 고용 및 고용유지에 어려움을 겪는 영상콘텐츠 우수 중소기업에도 효율적인 일자리 창출 촉진, 구인난 해소 및 장기 근속 유도 - 구직자와 구인기업 간 정확한 정보 공유를 통해 정보부족 등으로 인한 일자리 미스매칭 해소","1일8시간, 주5일 근무원칙, 주 연차 수당 지급, 4대보험 의무 가입 ",02-303-5640
유니티 실시간 콘텐츠 제작 실무과정,민간공모,민간공모,(사)서울고용포럼,2023,문화,문화?예술?디자인?방송,민간공모,청년,8,11157,24,,0,0,0,,20230222,20231231,"● 서울지역 유니티 실시간콘텐츠 제작산업의 구인수요를 반영하여 청년들이 선호하는 IT분야 일자리와 기업 매칭으로 참여자의 전시분야 경력형성 후 정규직 취업 ● 현업 전문가를 통한 직무교육과 현장실무를 강화, 정규직 취업 연계",  - MICE산업분야 IT(유니티콘텐츠제작) 관련 사전직무 교육을 통한 미취업자의 취업에 걸림돌이 되는 장애요소 해소와 실무경력형성으로 정규직 취업 가능   - 서울지역에서 3D실시간컨텐츠 등 MICE산업의 IT직무로 진출할 수 있도록 지원과 아울러 협약기업과의 연계를 통한 취업률 강화 효과가 기대됨,"1일 8시간, 주 5일 근무 원칙, 주 연차 수당 지급,4대 보험 의무 가입				 ",02-482-0808
전시산업 실무 취업과정,민간공모,민간공모,(사)서울고용포럼,2023,문화,문화?예술?디자인?방송,민간공모,청년,8,11157,24,,0,0,0,,20230222,20231231,"● 서울지역 전시산업의 구인수요를 반영하여 (여성)청년들이 선호하는 전시분야 일자리와 기업 매칭으로 참여자의 전시분야 경력형성 후 정규직 취업 ● 현업 전문가를 통한 직무교육과 현장실무를 강화, 정규직 취업 연계"," - 집중 교육을 통한 미취업자의 취업 장애요소 해소, 취업 의욕 증진을 통한 자신감 강화 ⇒ 지속적인 관리를 통한 채용연계  - 인력양성측면 : 서울지역 전시산업분야에서 필요로 하는 실무 인력 양성을 통해 각 분야로 진출할 수 있도록 지원 및 협약기업과 연계 협력 ","1일 8시간, 주 5일 근무 원칙, 주 연차 수당 지급,4대보험 의무가입		 ",02-482-0808
나눔의 손길 프로젝트,민간공모,민간공모,(사)대한안마사협회,2023,복지,사회복지?보육?상담,민간공모,장애인,8,11157,20,,0,0,0,,20230222,20231231,"- 미취업 시각장애인 안마사에게 일자리 제공 - 장애인 복지시설 및 사회적 약자 이용시설(복지대상자 이용시설) 이용자의 건강증진 및 복지향상에 기여 - 안마서비스사업을 매개로 한 장애인식 개선 - 서울시 관내 장애인복지관 및 사회적 약자 이용시설(복지대상자 이용시설)의 이용자를 대상으로 안마서비스 실시 - 시각장애인 안마사 20명, 전담인력 2명으로 구성 ",- 주민등록상 서울시 거주 미취업 시각장애인 안마사에게 전일제 일자리를 제공하여 자활의지 고취 및 지속가능한 경제자립 지원 - 정애인 및 사회적 약자에게 양질의 안마서비스 제공을 통해 장애인및 사회적 약자 건강증진과 시각장애인 안마사업 활성화,"1일8시간, 주5일 근무원칙, 주 연차 수당 지급, 4대보험 의무 가입 ",02-6714-3908
"발달장애인 보조강사양성사업(직업, 전문적 강사활동의 시작 '함께 봄')",민간공모,민간공모,강동장애인자립생활센터,2023,복지,사회복지?보육?상담,민간공모,장애인,8,11157,12,,0,0,0,,20230222,20231231,○ 발달장애인 직업군에 대한 미래 전환 사례로써 “보조강사” 인력 창출 ○ 다양한 직업군 발굴 및 발달장애인식개선 효과 기대,- 발달장애인에게 취업의 기회를 제공하여 자신의 역량을 발휘하고 지역사회에서 자기결정권과 자립생활의 기반을 마련함 - 다양한 직업군의 현장실무 경험을 토대로 발달장애인 사업에서 중추적인 역할을 할 수 있는 보조강사로 양성 - 다양한 직무 경험을 통해 향후 직업을 자신의 미래와 관련하여 인생의 일부분으로 설계할 수 있음. - 지역사회 네트워크 구성 및 협력 체계 구축,"1일8시간, 주5일 근무원칙, 주 연차 수당 지급, 4대보험 의무 가입 ",02-485-1213
2023 서울형 뉴딜일자리 청년무용예술가 양성사업(인턴십),민간공모,민간공모,(사)대한무용협회,2023,문화,문화?예술?디자인?방송,민간공모,청년,8,11157,70,,0,0,0,,20230222,20231231,"○ 무용예술 전문인력 양성 및 지원   - 청년무용예술가 활동 지원을 통한 무용 분야 전문인력 양성 및          무용분야 활성화 증진사업으로 운영 ○ 서울시 근간 무용 관련 단체 인력지원   - 서울시를 근간으로 하는 여러 무용 관련 협?단체와 민간무용단에게      우수무용 인력을 지원함으로써 무용 예술의 질적 향상과 공공성을       확보함은 물론, 무용분야의 획기적인 일자리 창출 지표 마련 ","무용 관련 단체와 민간무용단들이 안정적인 무용수의 수급과 무용을  전공한 행정 및 기획인력을 확보하게 함으로써 단체운영의 안정화와 전문화된 무용공연기획?마케팅 및 행정인력의 인력풀 구성 확보무용 관련 분야 역량 강화로 전문적인 무용 예술가로 성장, 운영단체와 원활한 소통으로 안정적인 사업 운영","  - 근로기간 : 근로계약 체결일 ~ 2023. 12. 31  - 근무시간 : 1일 8시간, 주 5일 근무원칙. 단, 공연이나 축제 등 행사의 원활한 진행을 위해서는 근무시간을 탄 력적으로 운영할 수 있음   - 정규 근무시간 이외의 초과근무 원칙적 금지  - 임금 : 1일 89,256원 주?월차수당 별도 지급, 4대 보험 가입  - 근무 장소 : 서울시 소재 무용 관련 단체 및 기관",02-744-8066
외식기업 판로개척 전문인력 양성과정,민간공모,민간공모,(사)한국외식업중앙회,2023,경제,마케팅?판매?부동산,민간공모,일반,8,11157,37,,0,0,0,,20230222,20231231," - 전문영역의 취업 희망자를 선발, 직무교육을 실시하여 협력사업장에 인턴 근무  - 본 사업에서 외식기업 판로개척 전문인력 양성을 진행하기 위해 사업홍보, 모집 및 선발, 사전교육, 인턴십 배치, 근무중교육, 채용 연계의 과정을 수립함","  - 실습, 포트폴리오, 모의 면접 등의 프로그램을 통한 참여자의 실질적 역량 강화   - 협력사업장의 수요를 파악하여 의견 수렴을 토대로 현장에 필요한 교육과목 및 세부 과목 구성   - 전문 교육기관에 소속되어 있는 사전교육 참여 강사의 전문성을 기반으로 한 사전교육 및 세미나/웨비나 진행   - 멘토링 제도 및 매칭데이 개회를 통한 채용 연계 강화 ","1일8시간, 주5일 근무원칙, 주 연차 수당 지급, 4대보험 의무 가입 ",02-6991-0082
